PROVINCIA;CANTON;PARROQUIA;INCENDIOS;OSOS;ALIMENTACION;Latitud;Longitud;Latitud-2;Longitud-2;TIPO VEGETACION;BIOCLIMA;TIPO_ECOSI;FRAGILIDAD;AREA PROTEGIDA;DEFICIT HIDRICO;YEAR;MONTH;DAY
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.251667;-78.658056;0;0;CUERPO DE AGUA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.251667;-78.658056;0;0;CUERPO DE AGUA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.630278;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Aechmea;-3.628333;-78.4425;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Aechmea;-3.628333;-78.4425;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;PALANDA;VALLADOLID;NO;NO;Guzmania;-4.489722;-79.136389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;PALANDA;VALLADOLID;NO;NO;Guzmania;-4.489722;-79.136389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;PALANDA;VALLADOLID;NO;NO;Guzmania;-4.489722;-79.136389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;PALANDA;VALLADOLID;NO;NO;No Encontrada;-4.489722;-79.136389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.636667;-78.430278;0;0;OTRAS TIERRAS;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;PALANDA;VALLADOLID;NO;NO;Pitcairnia;-4.481111;-79.149167;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.248055;-78.659722;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.252222;-78.664722;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.252222;-78.664722;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.313333;-78.661389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.313333;-78.661389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Pitcairnia;-3.578611;-78.435278;0;0;ZONA ANTROPICA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Aechmea;-3.571667;-78.446111;0;0;OTRAS TIERRAS;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.571667;-78.446111;0;0;OTRAS TIERRAS;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
MORONA SANTIAGO;GUALAQUIZA;CHIGUINDA;NO;NO;Pitcairnia;-3.19444;-78.775;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.251667;-78.658056;0;0;CUERPO DE AGUA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.25972;-78.65638;0;0;CUERPO DE AGUA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;No Encontrada;-4.3025;-78.65305;0;0;CUERPO DE AGUA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.630278;-78.447222;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Aechmea;-3.628333;-78.4425;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;PALANDA;VALLADOLID;NO;NO;Guzmania;-4.489722;-79.136389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;PALANDA;VALLADOLID;NO;NO;No Encontrada;-4.489722;-79.136389;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.636667;-78.430278;0;0;OTRAS TIERRAS;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Tillandsia;-3.58166;-78.435;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Tillandsia;-3.58166;-78.435;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Racinaea;-3.58166;-78.435;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Pitcairnia;-3.58166;-78.435;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.561111;-78.463056;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;Guzmania;-3.561111;-78.463056;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;EL PANGUI;TUNDAYME;NO;NO;No Encontrada;-3.5625;-78.46305;0;0;ZONA ANTROPICA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;INDANZA;NO;NO;Pitcairnia;-3.005;-78.498889;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;LIMON INDANZA;GRAL. LEONIDAS PLAZA GUTIERREZ;NO;NO;No Encontrada;-3.003056;-78.545833;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;MORONA;ALSHI (CAB EN 9 DE OCTUBRE);NO;NO;Pitcairnia;-2.200278;-78.311111;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;MORONA;ALSHI (CAB EN 9 DE OCTUBRE);NO;NO;Pitcairnia;-2.188055;-78.320278;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
ZAMORA CHINCHIPE;PALANDA;VALLADOLID;NO;NO;Pitcairnia;-4.481111;-79.149167;0;0;ZONA ANTROPICA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
PICHINCHA;QUITO;NANEGALITO;NO;NO;Vriesea;0.00361;-78.69083;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
NAPO;QUIJOS;COSANGA;NO;NO;Guzmania;-0.582542;-77.875067;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
NAPO;QUIJOS;PAPALLACTA;NO;NO;Racinaea;-0.351802;-78.084502;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
ORELLANA;ORELLANA;ALEJANDRO LABAKA;NO;NO;Aechmea;-0.524482;-76.44022;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA ACUÁTICO;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
PICHINCHA;QUITO;CALACALI;NO;NO;Pitcairnia;0.063726;-78.499154;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;RESERVA GEOBOTANICA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Tillandsia;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Tillandsia;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Racinaea;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Racinaea;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Tillandsia;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Tillandsia;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Racinaea;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Tillandsia;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Tillandsia;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO MONCAYO;MALCHINGUI;NO;NO;Tillandsia;-0.003746;-78.357956;0;0;TIERRA AGROPECUARIA;XÉRICO;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO;NO;NO;Pitcairnia;-0.048717;-78.775198;0;0;ZONA ANTROPICA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
IMBABURA;COTACACHI;QUIROGA;NO;NO;Puya;0.300875;-78.359115;0;0;CUERPO DE AGUA;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;PARQUE NACIONAL;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGAL;NO;NO;Guzmania;0.086886;-78.630737;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
NAPO;EL CHACO;SANTA ROSA;NO;NO;Pitcairnia;-0.295555;-77.757778;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
NAPO;EL CHACO;SANTA ROSA;NO;NO;Pitcairnia;-0.295555;-77.757778;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Guzmania;-0.494167;-78.097778;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Guzmania;-0.494167;-78.097778;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Guzmania;-0.656389;-77.865278;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
ESMERALDAS;SAN LORENZO;ALTO TAMBO (CAB EN GUADUAL);NO;NO;Guzmania;0.564722;-78.543333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;775 - 800;1900;1;1
NAPO;EL CHACO;SANTA ROSA;NO;NO;Pitcairnia;-0.295555;-77.757778;0;0;CUERPO DE AGUA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Guzmania;-0.494167;-78.097778;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;000 - 000;1900;1;1
MORONA SANTIAGO;PALORA;PALORA (METZERA);NO;NO;Aechmea;-1.714444;-78.022222;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
NAPO;ARCHIDONA;COTUNDO;NO;NO;Guzmania;-0.656389;-77.865278;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;PARQUE NACIONAL;000 - 000;1900;1;1
ESMERALDAS;SAN LORENZO;ALTO TAMBO (CAB EN GUADUAL);NO;NO;Pitcairnia;0.905278;-78.544167;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;775 - 800;1900;1;1
ESMERALDAS;SAN LORENZO;ALTO TAMBO (CAB EN GUADUAL);NO;NO;Guzmania;0.564722;-78.543333;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;775 - 800;1900;1;1
ESMERALDAS;SAN LORENZO;ALTO TAMBO (CAB EN GUADUAL);NO;NO;Pitcairnia;0.928333;-78.551667;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;775 - 800;1900;1;1
PICHINCHA;PUERTO QUITO;PUERTO QUITO;NO;NO;No Encontrada;0.1225;-79.23611;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;PEDRO VICENTE MALDONADO;PEDRO VICENTE MALDONADO;NO;NO;No Encontrada;0.07861;-79.02861;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NANEGALITO;NO;NO;Pitcairnia;0.003007;-78.678556;0;0;TIERRA AGROPECUARIA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
LOJA;LOJA;LOJA;NO;NO;Guzmania;-4.1125;-79.176944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
LOJA;LOJA;LOJA;NO;NO;Greigia;-4.1125;-79.176944;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
LOJA;LOJA;YANGANA (ARSENIO CASTILLO);NO;NO;Puya;-4.319927;-79.191231;0;0;TIERRA AGROPECUARIA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
MANABI;PEDERNALES;COJIMIES;NO;NO;Tillandsia;0.356667;-79.760556;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;BAJA;RESERVA ECOLOGICA;850 - 875;1900;1;1
ESMERALDAS;QUININDE;CUBE;NO;NO;Pitcairnia;0.36;-79.71;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;MUY BAJA;RESERVA ECOLOGICA;775 - 800;1900;1;1
MANABI;PEDERNALES;COJIMIES;NO;NO;Racinaea;0.356667;-79.760556;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;BAJA;RESERVA ECOLOGICA;850 - 875;1900;1;1
MANABI;PEDERNALES;COJIMIES;NO;NO;Tillandsia;0.356667;-79.760556;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;BAJA;RESERVA ECOLOGICA;850 - 875;1900;1;1
ESMERALDAS;QUININDE;CUBE;NO;NO;Pitcairnia;0.36;-79.71;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;MUY BAJA;RESERVA ECOLOGICA;775 - 800;1900;1;1
MANABI;PEDERNALES;COJIMIES;NO;NO;Racinaea;0.356667;-79.760556;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;BAJA;RESERVA ECOLOGICA;850 - 875;1900;1;1
PICHINCHA;QUITO;PIFO;NO;NO;Puya;-0.377962;-78.245278;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;LA MERCED;NO;NO;Puya;-0.292833;-78.392133;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIESTACIONAL;; ;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;PIFO;NO;NO;Puya;-0.350931;-78.243339;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;REFUGIO DE VIDA SILVESTRE;70 - 80;1900;1;1
NAPO;EL CHACO;OYACACHI;NO;NO;Tillandsia;-0.211552;-78.137075;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;000 - 000;1900;1;1
NAPO;QUIJOS;CUYUJA;NO;NO;Tillandsia;-0.33146;-78.048703;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;000 - 000;1900;1;1
PICHINCHA;QUITO;PIFO;NO;NO;Tillandsia;-0.234678;-78.197886;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;70 - 80;1900;1;1
NAPO;QUIJOS;PAPALLACTA;NO;NO;Tillandsia;-0.309133;-78.167944;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;PARQUE NACIONAL;000 - 000;1900;1;1
GALAPAGOS;SANTA CRUZ;BELLAVISTA;NO;NO;Racinaea;-0.650509;-90.338554;0;0;SIN INFORMACION;SIN INFORMACION;; ;PARQUE NACIONAL;000 - 000;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO;NO;NO;Guzmania;-0.077135;-78.728835;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;QUITO;NONO;NO;NO;Pitcairnia;-0.004364;-78.6379;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO;NO;NO;Guzmania;-0.088816;-78.761699;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO;NO;NO;Pitcairnia;-0.076218;-78.684538;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
PICHINCHA;SAN MIGUEL DE LOS BANCOS;MINDO;NO;NO;Pitcairnia;-0.070446;-78.766436;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;70 - 80;1900;1;1
LOJA;LOJA;LOJA;NO;NO;Pitcairnia;-3.9833;-79.2667;0;0;BOSQUE;PLUVIESTACIONAL;; ;NO DEFINIDA;375 - 400;1900;1;1
LOJA;LOJA;LOJA;NO;NO;Pitcairnia;-4.01167;-79.18833;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
LOJA;LOJA;LOJA;NO;NO;Pitcairnia;-3.96972;-79.26167;0;0;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;375 - 400;1900;1;1
LOJA;LOJA;TAQUIL (MIGUEL RIOFRIO);NO;NO;Pitcairnia;-3.96556;-79.27;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;375 - 400;1900;1;1
MORONA SANTIAGO;SUCUA;ASUNCION;NO;NO;Pitcairnia;-2.48;-78.2;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
MORONA SANTIAGO;SUCUA;ASUNCION;NO;NO;Pitcairnia;-2.48;-78.2;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
LOJA;LOJA;LOJA;NO;NO;Pitcairnia;-3.98333;-79.26666;0;0;BOSQUE;PLUVIESTACIONAL;; ;NO DEFINIDA;375 - 400;1900;1;1
MORONA SANTIAGO;SUCUA;ASUNCION;NO;NO;Pitcairnia;-2.48;-78.2;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;1900;1;1
LOJA;LOJA;LOJA;NO;NO;Pitcairnia;-3.98333;-79.26666;0;0;BOSQUE;PLUVIESTACIONAL;; ;NO DEFINIDA;375 - 400;1900;1;1
ZAMORA CHINCHIPE;ZAMORA;ZAMORA;NO;NO;Cipuropsis;-4.089831;-78.958054;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
LOJA;LOJA;YANGANA (ARSENIO CASTILLO);NO;NO;Puya;-4.384436;-79.192163;0;0;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;375 - 400;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.2297;-78.6847;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
GALAPAGOS;SANTA CRUZ;SANTA ROSA;NO;NO;Racinaea;-0.613694;-90.670361;0;0;SIN INFORMACION;SIN INFORMACION;; ;PARQUE NACIONAL;000 - 000;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.2297;-78.6847;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.2208;-78.6817;0;0;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Cipuropsis;-4.2183;-78.6653;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Racinaea;-4.1575;-78.6469;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Vriesea;-4.1575;-78.6469;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Pitcairnia;-4.1575;-78.6469;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.2542;-78.6664;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.2297;-78.6847;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Aechmea;-4.2542;-78.6664;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;25 - 50;1900;1;1
ZAMORA CHINCHIPE;NANGARITZA;ZURMI;NO;NO;Guzmania;-4.229722;-78.684722;0;0;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;MEDIA;NO DEFINIDA;25 - 50;1900;1;1
